date,stock_name,open,high,low,close,volume,dividends,stock_splits
1986-03-13 00:00:00-05:00,MSFT,0.05524117912965227,0.06336495522353568,0.05524117912965227,0.06065661460161209,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,MSFT,0.0606566507277601,0.06390653683246077,0.0606566507277601,0.06282282620668411,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,MSFT,0.06282281025449024,0.06444806433730754,0.06282281025449024,0.06390652060508728,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,MSFT,0.06390651609773264,0.06444805979175759,0.06173971843552026,0.06228126212954521,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,MSFT,0.06228125855404136,0.06282280221697684,0.060656627565234905,0.061198171228170395,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,MSFT,0.06119818485306694,0.06119818485306694,0.059032009719057234,0.05957355350255966,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,MSFT,0.059573563679707064,0.060656651431739345,0.05686584429962634,0.05794893205165863,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,MSFT,0.057948942522358105,0.057948942522358105,0.05578276662689076,0.0563243106007576,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,MSFT,0.0563242952236414,0.05740738287568092,0.05578275139762164,0.05740738287568092,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,MSFT,0.057407347765120985,0.059573521744359495,0.056865804270311356,0.059031978249549866,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,MSFT,0.05903201501437684,0.06011510267853737,0.05903201501437684,0.06011510267853737,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,MSFT,0.06011509728606209,0.06011509728606209,0.05849046593555481,0.05957355350255966,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,MSFT,0.059573521744359495,0.059573521744359495,0.059031978249549866,0.059031978249549866,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,MSFT,0.059032009719057234,0.06065664106956451,0.059032009719057234,0.05957355350255966,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,MSFT,0.06011510267853737,0.06173973417477816,0.06011510267853737,0.06011510267853737,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,MSFT,0.06011510267853737,0.06065664651061763,0.06011510267853737,0.06011510267853737,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,MSFT,0.06011506523916912,0.06065660873397875,0.057948891259930614,0.059031978249549866,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,MSFT,0.059032009719057234,0.06065664106956451,0.059032009719057234,0.05957355350255966,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,MSFT,0.05957352750722013,0.06119815814880808,0.05957352750722013,0.06065661460161209,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,MSFT,0.060656627565234905,0.06173971489110588,0.05957354023936394,0.061198171228170395,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,MSFT,0.06173971843552026,0.06336497240370768,0.06173971843552026,0.06228126212954521,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,MSFT,0.062281282336953105,0.06336499296272977,0.062281282336953105,0.06282282620668411,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,MSFT,0.06282282620668411,0.06282282620668411,0.0606566507277601,0.06282282620668411,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,MSFT,0.06282280637466163,0.06553114775465696,0.06228126267588617,0.0649896040558815,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,MSFT,0.06498961318232545,0.0655311569571495,0.06498961318232545,0.0655311569571495,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,MSFT,0.06553114231925021,0.06553114231925021,0.06282280116389519,0.06336496770381927,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,MSFT,0.06336496770381927,0.06390651135767701,0.06173971385617972,0.06336496770381927,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,MSFT,0.06336497240370768,0.06336497240370768,0.06228126212954521,0.06228126212954521,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,MSFT,0.06228129499153233,0.06282283897129655,0.06173975101176812,0.0625520646572113,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,MSFT,0.06255204335395065,0.0698635098013562,0.06228127378048729,0.06878042221069336,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,MSFT,0.06932199549948766,0.07609192103186761,0.06932199549948766,0.07311342656612396,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,MSFT,0.07311337620999553,0.07419646351549886,0.07257120967117878,0.07365491986274719,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,MSFT,0.07365494778255348,0.07365494778255348,0.07094660560609993,0.0714881494641304,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,MSFT,0.07148815219889001,0.07202969607763711,0.06823888892640753,0.06986352056264877,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,MSFT,0.0698635098013562,0.0698635098013562,0.06769733462003052,0.06878042221069336,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,MSFT,0.06878042221069336,0.0698635098013562,0.06823887841536194,0.06878042221069336,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,MSFT,0.06878040552278364,0.06878040552278364,0.06823886185884476,0.06823886185884476,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,MSFT,0.06878042221069336,0.0698635098013562,0.06878042221069336,0.06878042221069336,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,MSFT,0.06878042221069336,0.06932196600602478,0.06769733462003052,0.06878042221069336,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,MSFT,0.06878037949885812,0.06932192295789719,0.06823883603981905,0.06932192295789719,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,MSFT,0.06932196600602478,0.06932196600602478,0.06878042221069336,0.06878042221069336,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,MSFT,0.06878037949885812,0.0709465533350144,0.06878037949885812,0.06932192295789719,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,MSFT,0.06932197668390169,0.07040506444139585,0.06932197668390169,0.06986352056264877,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,MSFT,0.06986346641693626,0.06986346641693626,0.06932192295789719,0.06932192295789719,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,MSFT,0.06932192295789719,0.07040500987597534,0.06932192295789719,0.06932192295789719,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,MSFT,0.06932197668390169,0.07148815219889001,0.06932197668390169,0.06986352056264877,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,MSFT,0.0698635098013562,0.0698635098013562,0.06823887841536194,0.06878042221069336,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,MSFT,0.06878040552278364,0.06878040552278364,0.06769731819490588,0.06823886185884476,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,MSFT,0.0682388885106882,0.06878043238613613,0.06715580075979233,0.06715580075979233,8092800,0.0,0.0
1986-05-22 00:00:00-04:00,MSFT,0.06715580075979233,0.06769734463524026,0.06715580075979233,0.06715580075979233,4406400,0.0,0.0
1986-05-23 00:00:00-04:00,MSFT,0.06715580075979233,0.0682388885106882,0.06715580075979233,0.06715580075979233,4089600,0.0,0.0
1986-05-27 00:00:00-04:00,MSFT,0.0671557491217409,0.06932192295789719,0.0671557491217409,0.06932192295789719,13881600,0.0,0.0
1986-05-28 00:00:00-04:00,MSFT,0.06932197403200853,0.0714881494641304,0.06932197403200853,0.0714881494641304,15523200,0.0,0.0
1986-05-29 00:00:00-04:00,MSFT,0.07148817160242607,0.07419651461759316,0.07094662757669146,0.07311342656612396,45676800,0.0,0.0
1986-05-30 00:00:00-04:00,MSFT,0.07365491237358358,0.07690417395971165,0.07365491237358358,0.07582108676433563,27072000,0.0,0.0
1986-06-02 00:00:00-04:00,MSFT,0.07582109447375386,0.07582109447375386,0.07365491986274719,0.07365491986274719,19728000,0.0,0.0
1986-06-03 00:00:00-04:00,MSFT,0.07365491986274719,0.07365491986274719,0.07257120967117878,0.07365491986274719,5011200,0.0,0.0
1986-06-04 00:00:00-04:00,MSFT,0.07365497059185856,0.07419651461759316,0.07257125965389527,0.07311342656612396,4723200,0.0,0.0
1986-06-05 00:00:00-04:00,MSFT,0.07311339266532639,0.0741964802145958,0.07257122600448641,0.0741964802145958,13708800,0.0,0.0
1986-06-06 00:00:00-04:00,MSFT,0.0741964802145958,0.0741964802145958,0.07311339266532639,0.0741964802145958,3427200,0.0,0.0
