date,stock_name,open,high,low,close,volume,dividends,stock_splits
1962-01-02 00:00:00-05:00,IBM,1.6315489570079484,1.6315489570079484,1.613216757774353,1.613216757774353,407940,0.0,0.0
1962-01-03 00:00:00-05:00,IBM,1.6132182218756845,1.6273198127746584,1.6132182218756845,1.6273198127746582,305955,0.0,0.0
1962-01-04 00:00:00-05:00,IBM,1.627319976586316,1.627319976586316,1.6103981080048815,1.6111031770706177,274575,0.0,0.0
1962-01-05 00:00:00-05:00,IBM,1.6089878847403196,1.6089878847403196,1.5765542895516973,1.5793746709823608,384405,0.0,0.0
1962-01-08 00:00:00-05:00,IBM,1.5779638725339593,1.5779638725339593,1.537069461207652,1.5497606992721558,572685,0.0,0.0
1962-01-09 00:00:00-05:00,IBM,1.5568109203875728,1.5878344607716723,1.5568109203875728,1.5680922269821167,517770,0.0,0.0
1962-01-10 00:00:00-05:00,IBM,1.5709134340286255,1.5779641229612025,1.5709134340286255,1.5709134340286255,313800,0.0,0.0
1962-01-11 00:00:00-05:00,IBM,1.5751445838366174,1.5878361463546753,1.5751445838366174,1.5878361463546753,337335,0.0,0.0
1962-01-12 00:00:00-05:00,IBM,1.5906555652618406,1.6019366667434523,1.5906555652618406,1.5906555652618408,462855,0.0,0.0
1962-01-15 00:00:00-05:00,IBM,1.596295240929412,1.6012309314518223,1.596295240929412,1.5977054834365845,266730,0.0,0.0
1962-01-16 00:00:00-05:00,IBM,1.5962954586709304,1.5962954586709304,1.5807838439941406,1.5807838439941406,266730,0.0,0.0
1962-01-17 00:00:00-05:00,IBM,1.5737340176545964,1.5737340176545964,1.551171493660825,1.5554018020629883,439320,0.0,0.0
1962-01-18 00:00:00-05:00,IBM,1.559632420539856,1.5751440436258792,1.559632420539856,1.559632420539856,392250,0.0,0.0
1962-01-19 00:00:00-05:00,IBM,1.5596326337821251,1.5638629427452386,1.5427106594164977,1.5610426664352417,423630,0.0,0.0
1962-01-22 00:00:00-05:00,IBM,1.5610424505644616,1.5765542846300167,1.5568120366844744,1.5582221746444702,290265,0.0,0.0
1962-01-23 00:00:00-05:00,IBM,1.5575168272777389,1.5596320336963876,1.53988979061681,1.5427100658416748,392250,0.0,0.0
1962-01-24 00:00:00-05:00,IBM,1.542711213497101,1.5511722564697266,1.5349554508590477,1.5511722564697266,431475,0.0,0.0
1962-01-25 00:00:00-05:00,IBM,1.5511719986111465,1.5638632444546,1.5314297441267344,1.534250020980835,337335,0.0,0.0
1962-01-26 00:00:00-05:00,IBM,1.5342491872719437,1.5398898434169226,1.5257882558053975,1.5264934301376343,258885,0.0,0.0
1962-01-29 00:00:00-05:00,IBM,1.5264946118135256,1.5370707579583553,1.5004066228866577,1.5004066228866577,611910,0.0,0.0
1962-01-30 00:00:00-05:00,IBM,1.5004055991824659,1.508866531425948,1.4813684225082397,1.4813684225082397,776655,0.0,0.0
1962-01-31 00:00:00-05:00,IBM,1.4961748438741358,1.5286083221435545,1.4961748438741358,1.5286083221435547,800190,0.0,0.0
1962-02-01 00:00:00-05:00,IBM,1.5441204218100693,1.5680931866188033,1.5441204218100693,1.5638625621795654,674670,0.0,0.0
1962-02-02 00:00:00-05:00,IBM,1.5638622887291183,1.5737335681915283,1.5568116009027637,1.5737335681915283,533460,0.0,0.0
1962-02-05 00:00:00-05:00,IBM,1.5737338015139015,1.5737338015139015,1.5455306240197182,1.5539915561676025,329490,0.0,0.0
1962-02-06 00:00:00-05:00,IBM,1.554203174265319,1.5570238338710034,1.54856174953773,1.555613398551941,274575,0.000956,0.0
1962-02-07 00:00:00-05:00,IBM,1.5570229291915891,1.5654851141242871,1.5570229291915891,1.5570229291915894,266730,0.0,0.0
1962-02-08 00:00:00-05:00,IBM,1.5570240371928623,1.56548622814738,1.5570240371928623,1.5584343671798706,23535,0.0,0.0
1962-02-09 00:00:00-05:00,IBM,1.558433831229407,1.5697165727615354,1.5513821837194506,1.5697165727615356,455010,0.0,0.0
1962-02-12 00:00:00-05:00,IBM,1.569716860217603,1.5824101446085899,1.568306635973561,1.5711272954940796,298110,0.0,0.0
1962-02-13 00:00:00-05:00,IBM,1.5711263647579776,1.5725366936827576,1.5457401275634766,1.5457401275634766,274575,0.0,0.0
1962-02-14 00:00:00-05:00,IBM,1.5457406384893682,1.5513820615693465,1.5400992154093898,1.5429198741912842,219660,0.0,0.0
1962-02-15 00:00:00-05:00,IBM,1.5429208076328838,1.5429208076328838,1.535869261928269,1.537279486656189,243195,0.0,0.0
1962-02-16 00:00:00-05:00,IBM,1.5372785109193137,1.5429198283153682,1.5358682870864868,1.5358682870864868,235350,0.0,0.0
1962-02-19 00:00:00-05:00,IBM,1.5358681957066223,1.5429197365159566,1.517533493195563,1.520354151725769,298110,0.0,0.0
1962-02-20 00:00:00-05:00,IBM,1.5210591554641721,1.5288159650636495,1.5210591554641721,1.5210591554641724,305955,0.0,0.0
1962-02-21 00:00:00-05:00,IBM,1.5210600380247215,1.531637617313934,1.5097771883010864,1.5097771883010864,384405,0.0,0.0
1962-02-23 00:00:00-05:00,IBM,1.5118932227203419,1.5175346495958457,1.5118932227203419,1.5147138833999634,305955,0.0,0.0
1962-02-26 00:00:00-05:00,IBM,1.5147127865812546,1.5161233269322003,1.5062507051536074,1.5090714693069458,313800,0.0,0.0
1962-02-27 00:00:00-05:00,IBM,1.5090717787193875,1.5217650617377014,1.5006096955567172,1.5118924379348755,368715,0.0,0.0
1962-02-28 00:00:00-05:00,IBM,1.5118932227203419,1.5147138833999634,1.5034311351652165,1.5147138833999634,282420,0.0,0.0
